path,file_type,category,canonical_owner,cpp_badge,saa_badge,has_references,has_internal_links,phase_status_reference,last_verification_date,qa_risk,planned_review,notes
05-storage/aws-storage-gateway/01-overview.md,canonical-lesson,05-storage,yes,true,true,false,false,Phase 6 Batch 2: AWS-017,2026-07-22,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
05-storage/ec2-instance-store/01-overview.md,canonical-lesson,05-storage,yes,true,true,false,false,Phase 6 Batch 2: AWS-014,2026-07-22,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
06-databases/README.md,navigation,06-databases,no,true,true,false,true,Phase 7 volatile or navigation review,not-stated,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
06-databases/amazon-aurora/01-overview.md,canonical-lesson,06-databases,yes,true,true,false,false,Phase 6 Batch 4: AWS-027,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
06-databases/amazon-dynamodb/01-overview.md,canonical-lesson,06-databases,no,true,true,true,false,Phase 6 Batch 4: AWS-028,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
06-databases/amazon-elasticache/01-overview.md,canonical-lesson,06-databases,yes,true,true,false,false,Phase 6 Batch 4: AWS-029,2026-07-23,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
06-databases/amazon-rds/01-overview.md,canonical-lesson,06-databases,no,true,true,true,false,Phase 6 Batch 4: AWS-026,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
07-networking-and-content-delivery/README.md,navigation,07-networking-and-content-delivery,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
07-networking-and-content-delivery/amazon-vpc/01-overview.md,canonical-lesson,07-networking-and-content-delivery,no,true,true,true,true,Phase 6 Batch 3: AWS-020,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
07-networking-and-content-delivery/amazon-vpc/04-endpoint-services.md,canonical-lesson,07-networking-and-content-delivery,yes,true,true,false,false,Phase 6 Batch 3: AWS-023,2026-07-23,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
07-networking-and-content-delivery/amazon-vpc/09-subnets-route-tables-and-internet-gateways.md,canonical-lesson,07-networking-and-content-delivery,no,true,true,true,false,Phase 6 Batch 3: AWS-021,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
08-serverless-and-application-integration/README.md,navigation,08-serverless-and-application-integration,no,true,true,false,true,Phase 7 volatile or navigation review,not-stated,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
08-serverless-and-application-integration/amazon-api-gateway/01-overview.md,canonical-lesson,08-serverless-and-application-integration,yes,true,true,true,true,Phase 6 Batch 5: AWS-034,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
08-serverless-and-application-integration/amazon-eventbridge/01-overview.md,canonical-lesson,08-serverless-and-application-integration,yes,true,true,true,false,Phase 6 Batch 5: AWS-032,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
08-serverless-and-application-integration/aws-step-functions/01-overview.md,canonical-lesson,08-serverless-and-application-integration,yes,true,true,true,false,Phase 6 Batch 5: AWS-033,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
09-security-and-compliance/README.md,navigation,09-security-and-compliance,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
10-monitoring-management-and-deployment/README.md,navigation,10-monitoring-management-and-deployment,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md,canonical-lesson,10-monitoring-management-and-deployment,yes,true,true,true,true,Phase 6 Batch 6: AWS-039,2026-07-24,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
11-migration-and-hybrid-cloud/README.md,navigation,11-migration-and-hybrid-cloud,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md,canonical-lesson,11-migration-and-hybrid-cloud,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
11-migration-and-hybrid-cloud/aws-database-migration-service/01-overview.md,canonical-lesson,11-migration-and-hybrid-cloud,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
11-migration-and-hybrid-cloud/aws-datasync/01-overview.md,canonical-lesson,11-migration-and-hybrid-cloud,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,canonical-lesson,11-migration-and-hybrid-cloud,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,canonical-lesson,11-migration-and-hybrid-cloud,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
11-migration-and-hybrid-cloud/aws-schema-conversion-tool/01-overview.md,canonical-lesson,11-migration-and-hybrid-cloud,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md,canonical-lesson,11-migration-and-hybrid-cloud,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/README.md,navigation,12-billing-pricing-and-support,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-billing-and-cost-management/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,canonical-lesson,12-billing-pricing-and-support,yes,true,true,true,true,Phase 6 Batch 8: AWS-044,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,canonical-lesson,12-billing-pricing-and-support,yes,true,true,true,true,Phase 6 Batch 8: AWS-047,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-billing-and-cost-management/README.md,navigation,12-billing-pricing-and-support,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-billing-conductor/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-budgets/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-cost-allocation-tags/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-cost-and-usage-reports/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-cost-explorer/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-health-dashboard/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,true,false,Phase 7 volatile or navigation review,2026-07-22,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-pricing-calculator/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-repost/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-support/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-support/02-support-plans.md,canonical-lesson,12-billing-pricing-and-support,yes,true,false,true,false,Phase 6 Batch 8: AWS-045,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-support/README.md,navigation,12-billing-pricing-and-support,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/customer-enablement/aws-guidance/01-study-guide.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/customer-enablement/aws-managed-services/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/customer-enablement/aws-partner-network/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/customer-enablement/aws-professional-services/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
12-billing-pricing-and-support/customer-enablement/aws-trust-and-safety/01-overview.md,canonical-lesson,12-billing-pricing-and-support,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
13-architecture-and-design-patterns/01-highly-available-web-applications.md,architecture-pattern-or-reference,13-architecture-and-design-patterns,no,true,true,true,true,Phase 6 Batch 7: AWS-040,2026-07-24,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
13-architecture-and-design-patterns/02-disaster-recovery-strategies.md,architecture-pattern-or-reference,13-architecture-and-design-patterns,no,true,true,true,true,Phase 6 Batch 7: AWS-041,2026-07-24,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
13-architecture-and-design-patterns/03-event-driven-and-decoupled-systems.md,architecture-pattern-or-reference,13-architecture-and-design-patterns,no,true,true,true,true,Phase 6 Batch 7: AWS-042,2026-07-24,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
13-architecture-and-design-patterns/04-serverless-application-patterns.md,architecture-pattern-or-reference,13-architecture-and-design-patterns,no,true,true,true,true,Phase 6 Batch 7: AWS-043,2026-07-24,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
13-architecture-and-design-patterns/README.md,navigation,13-architecture-and-design-patterns,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md,architecture-pattern-or-reference,13-architecture-and-design-patterns,no,true,true,true,false,Phase 6 Batch 1: AWS-005,2026-07-22,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
13-architecture-and-design-patterns/security/01-data-protection-patterns.md,architecture-pattern-or-reference,13-architecture-and-design-patterns,no,true,true,true,true,Phase 6 Batch 6: AWS-035,2026-07-24,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
13-architecture-and-design-patterns/security/02-multi-account-governance.md,architecture-pattern-or-reference,13-architecture-and-design-patterns,no,true,true,true,true,Phase 6 Batch 6: AWS-038,2026-07-24,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/README.md,navigation,14-ai-ml-analytics-and-other-services,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/analytics/01-kinesis-and-data-firehose.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,true,true,true,true,Phase 6 Batch 9: AWS-048,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/analytics/README.md,navigation,14-ai-ml-analytics-and-other-services,no,false,false,false,true,Phase 7 volatile or navigation review,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/analytics/amazon-athena/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,true,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,true,false,Phase 7 volatile or navigation review,2026-07-22,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/01-service-recognition-guide.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,true,false,true,true,Phase 6 Batch 9: AWS-050,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/README.md,navigation,14-ai-ml-analytics-and-other-services,no,false,false,false,true,Phase 7 volatile or navigation review,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,true,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-lex/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-polly/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-translate/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/business-applications/amazon-connect/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/business-applications/aws-amplify/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,true,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot-greengrass/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot/01-overview.md,canonical-lesson,14-ai-ml-analytics-and-other-services,yes,false,false,false,false,Phase 7 volatile or navigation review,not-stated,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/README.md,navigation,15-comparisons-and-decision-guides,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/analytics/02-analytics-service-selection.md,comparison,15-comparisons-and-decision-guides,no,true,true,true,true,Phase 6 Batch 9: AWS-049,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/analytics/README.md,navigation,15-comparisons-and-decision-guides,no,false,false,false,true,Phase 7 volatile or navigation review,2026-07-25,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/application-integration/01-sqs-vs-sns-vs-eventbridge.md,comparison,15-comparisons-and-decision-guides,no,true,true,true,true,Phase 6 Batch 5: AWS-031,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/application-integration/README.md,navigation,15-comparisons-and-decision-guides,no,true,true,false,true,Phase 7 volatile or navigation review,not-recorded,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/compute-and-storage/01-core-selection-guide.md,comparison,15-comparisons-and-decision-guides,no,true,true,true,true,Phase 6 Batch 2: AWS-019,2026-07-22,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/cost/01-cost-management-tool-selection.md,comparison,15-comparisons-and-decision-guides,no,true,true,true,true,Phase 6 Batch 8: AWS-046,2026-07-25,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/cost/README.md,navigation,15-comparisons-and-decision-guides,no,false,false,false,true,Phase 7 volatile or navigation review,2026-07-25,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/databases/01-database-selection-guide.md,comparison,15-comparisons-and-decision-guides,no,true,true,true,true,Phase 6 Batch 4: AWS-030,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/databases/README.md,navigation,15-comparisons-and-decision-guides,no,true,true,false,true,Phase 7 volatile or navigation review,not-recorded,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/identity-and-governance/README.md,navigation,15-comparisons-and-decision-guides,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/migration/README.md,navigation,15-comparisons-and-decision-guides,no,false,false,false,true,Phase 7 volatile or navigation review,not-stated,low,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/networking/02-vpc-connectivity-options.md,comparison,15-comparisons-and-decision-guides,no,true,true,false,false,Phase 6 Batch 3: AWS-024,2026-07-23,high,full high-risk review,Pre-release inventory completed before Phase 7 repository-content repairs.
15-comparisons-and-decision-guides/networking/03-security-groups-vs-network-acls.md,comparison,15-comparisons-and-decision-guides,no,true,true,true,true,Phase 6 Batch 3: AWS-022,2026-07-23,medium,"structure, navigation, and consistency review",Pre-release inventory completed before Phase 7 repository-content repairs.
