canonical_path,current_cpp_badge,current_saa_badge,recommended_cpp_badge,recommended_saa_badge,evidence,confidence,action_required,notes
03-identity-governance-and-organizations/aws-iam/07-read-only-access-policy.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-iam/08-administrator-access-policy.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-iam/09-access-analyzer.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-iam/10-root-user.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-iam/README.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-iam-identity-center/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-organizations/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-organizations/02-service-control-policies.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-organizations/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-resource-access-manager/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
03-identity-governance-and-organizations/aws-service-catalog/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
03-identity-governance-and-organizations/README.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
04-compute/amazon-ec2/01-overview.md,true,true,true,true,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/amazon-ec2/02-study-guide.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/amazon-ec2/03-reserved-instances.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/amazon-ec2/04-key-pairs.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/amazon-ec2/05-instance-connect.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/amazon-ec2/06-rdp-connections.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/amazon-ec2/07-placement-groups.md,false,false,false,false,Body depth: CPP fundamental; SAA scenario-ready,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/amazon-ec2/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
04-compute/amazon-lightsail/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/aws-batch/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/aws-elastic-beanstalk/01-overview.md,true,false,true,false,Body depth: CPP fundamental; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
04-compute/aws-fargate/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
04-compute/aws-lambda/01-overview.md,true,true,true,true,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
04-compute/ec2-auto-scaling/01-target-tracking-scaling.md,true,true,true,true,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
04-compute/README.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
05-storage/amazon-ebs/01-overview.md,true,true,true,true,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation confirmed the evidence-supported badge state. Checked 2026-07-25.
05-storage/amazon-efs/01-overview.md,true,true,true,true,Body depth: CPP mention-only; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
05-storage/amazon-fsx-for-lustre/01-overview.md,false,false,false,false,Body depth: CPP fundamental; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
05-storage/amazon-fsx-for-windows-file-server/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
05-storage/amazon-s3/01-overview.md,true,true,true,true,Body depth: CPP fundamental; SAA architecture-and-design,high,none,Batch 10 manual reconciliation confirmed the evidence-supported badge state. Checked 2026-07-25.
05-storage/amazon-s3/02-storage-classes.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
05-storage/amazon-s3/03-lifecycle-policies.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
05-storage/amazon-s3/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
05-storage/aws-storage-gateway/01-overview.md,true,true,true,true,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
05-storage/aws-storage-gateway/02-file-gateway.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
05-storage/aws-storage-gateway/03-volume-gateway-cached.md,true,false,true,false,Body depth: CPP mention-only; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
05-storage/aws-storage-gateway/04-volume-gateway-stored.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
05-storage/aws-storage-gateway/05-tape-gateway.md,true,false,true,false,Body depth: CPP awareness; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
05-storage/aws-storage-gateway/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
05-storage/ec2-instance-store/01-overview.md,true,true,true,true,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
05-storage/README.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
06-databases/amazon-aurora/01-overview.md,true,true,true,true,Body depth: CPP mention-only; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
06-databases/amazon-aurora/02-provisioned.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
06-databases/amazon-aurora/03-serverless.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
06-databases/amazon-aurora/README.md,true,true,true,true,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
06-databases/amazon-elasticache/01-overview.md,true,true,true,true,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation confirmed the evidence-supported badge state. Checked 2026-07-25.
06-databases/README.md,true,true,true,true,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-cloudfront/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-route-53/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-vpc/02-security-groups.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-vpc/03-flow-logs.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-vpc/04-endpoint-services.md,true,true,true,true,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-vpc/05-vpc-peering.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-vpc/06-customer-gateway.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-vpc/07-virtual-private-gateway.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-vpc/08-nat-gateway.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
07-networking-and-content-delivery/amazon-vpc/README.md,true,true,true,true,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
07-networking-and-content-delivery/aws-direct-connect/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
07-networking-and-content-delivery/aws-global-accelerator/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
07-networking-and-content-delivery/aws-global-accelerator/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
07-networking-and-content-delivery/aws-transit-gateway/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
07-networking-and-content-delivery/README.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
08-serverless-and-application-integration/amazon-api-gateway/01-overview.md,true,true,true,true,Batch 5 body supports CPP awareness and SAA architecture-and-design depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
08-serverless-and-application-integration/amazon-eventbridge/01-overview.md,true,true,true,true,Batch 5 body supports CPP awareness and SAA architecture-and-design depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
08-serverless-and-application-integration/aws-step-functions/01-overview.md,true,true,true,true,Batch 5 body supports CPP awareness and SAA architecture-and-design depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/application-integration/01-sqs-vs-sns-vs-eventbridge.md,true,true,true,true,Batch 5 comparison supports CPP fundamental and SAA architecture-and-design depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
08-serverless-and-application-integration/amazon-ses/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
08-serverless-and-application-integration/amazon-sqs/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
08-serverless-and-application-integration/aws-appsync/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
08-serverless-and-application-integration/README.md,true,true,true,true,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
09-security-and-compliance/amazon-cognito/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/amazon-guardduty/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/amazon-inspector/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/amazon-macie/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/amazon-verified-permissions/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/aws-artifact/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/aws-audit-manager/01-overview.md,true,false,true,false,Body depth: CPP awareness; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
09-security-and-compliance/aws-certificate-manager/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/aws-compliance-programs/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/aws-kms/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/aws-network-firewall/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA architecture-and-design,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/aws-secrets-manager/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
09-security-and-compliance/aws-security-hub/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/aws-shield/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/aws-waf/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/README.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
09-security-and-compliance/security-and-compliance-overview/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
10-monitoring-management-and-deployment/amazon-codeguru/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-cloudshell/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-codebuild/01-overview.md,true,false,true,false,Body depth: CPP awareness; SAA awareness,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-codecommit/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-codedeploy/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA awareness,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-codestar/01-overview.md,false,false,false,false,Body depth: CPP mention-only; SAA intermediate,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-config/01-overview.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md,true,true,true,true,Batch 6 body supports CPP awareness and SAA architecture-and-design depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
13-architecture-and-design-patterns/security/01-data-protection-patterns.md,true,true,true,true,Batch 6 body supports CPP fundamental and SAA scenario-ready depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/security/01-security-service-selection.md,true,true,true,true,Batch 6 comparison supports CPP fundamental and SAA architecture-and-design depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
15-comparisons-and-decision-guides/operations/01-cloudwatch-vs-cloudtrail-vs-config.md,true,true,true,true,Batch 6 comparison supports CPP fundamental and SAA scenario-ready depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
13-architecture-and-design-patterns/security/02-multi-account-governance.md,true,true,true,true,Batch 6 body supports CPP awareness and SAA scenario-ready depth,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-systems-manager/02-session-manager.md,false,false,false,false,Body depth: CPP awareness; SAA intermediate,high,none,Batch 10 manual reconciliation retired the automated Phase 5 recommendation; current page-level badge state is retained conservatively because depth and official scope must both be demonstrated. Checked 2026-07-25.
10-monitoring-management-and-deployment/aws-systems-manager/README.md,false,false,false,false,Body depth: CPP mention-only; SAA mention-only,high,none,Actual badge state reconciled during Batch 10 final review; no change required. Checked 2026-07-25.
