canonical_path,title,main_category,services_mentioned,concepts_covered,current_cpp_badge,current_saa_badge,actual_cpp_depth,actual_saa_depth,architecture_scenarios,comparisons,pricing_content,security_content,resilience_content,official_references,last_verified,content_quality,terminology_status,fact_review_required,navigation_status,notes
03-identity-governance-and-organizations/aws-iam/README.md,Aws Iam,03-identity-governance-and-organizations,AWS IAM,,false,false,mention-only,awareness,no,no,no,yes,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 117 words; 5 headings. Automated evidence inventory requires human confirmation before implementation.
03-identity-governance-and-organizations/aws-iam-identity-center/01-overview.md,AWS IAM Identity Center,03-identity-governance-and-organizations,AWS IAM; AWS IAM Identity Center; AWS Organizations; Amazon Cognito,multi-account governance; Multi-AZ design; AWS Management Console and AWS CLI; AWS Support Center and plans,false,false,awareness,intermediate,no,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 933 words; 27 headings. Automated evidence inventory requires human confirmation before implementation.
03-identity-governance-and-organizations/aws-organizations/01-overview.md,AWS Organizations,03-identity-governance-and-organizations,AWS Control Tower; AWS IAM; AWS IAM Identity Center; AWS Organizations,multi-account governance; Multi-AZ design; AWS Support Center and plans; management and governance,false,false,awareness,intermediate,no,yes,yes,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1336 words; 43 headings. Automated evidence inventory requires human confirmation before implementation.
03-identity-governance-and-organizations/aws-organizations/02-service-control-policies.md,Service Control Policy (SCP),03-identity-governance-and-organizations,AWS Config; AWS Control Tower; AWS Organizations; Amazon S3,encryption at rest and in transit; multi-account governance; Multi-AZ design; Multi-Region design; monitoring logging and auditing; AWS Support resources; AWS compliance; AWS Support Center and plans; management and governance,false,false,awareness,intermediate,yes,yes,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 2256 words; 69 headings. Automated evidence inventory requires human confirmation before implementation.
03-identity-governance-and-organizations/aws-organizations/README.md,Aws Organizations,03-identity-governance-and-organizations,AWS Organizations,,false,false,mention-only,mention-only,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 61 words; 5 headings. Automated evidence inventory requires human confirmation before implementation.
03-identity-governance-and-organizations/aws-resource-access-manager/01-overview.md,AWS Resource Access Manager (AWS RAM),03-identity-governance-and-organizations,AWS Organizations; AWS Resource Access Manager; AWS Support; AWS Transit Gateway,multi-account governance; Multi-AZ design; AWS Support resources,false,false,awareness,intermediate,yes,no,no,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 759 words; 27 headings. Automated evidence inventory requires human confirmation before implementation.
03-identity-governance-and-organizations/aws-service-catalog/01-overview.md,AWS Service Catalog,03-identity-governance-and-organizations,AWS CloudFormation; AWS Control Tower; AWS Marketplace; AWS Organizations; AWS Service Catalog; AWS Systems Manager,multi-account governance; infrastructure as code; Multi-AZ design; AWS Support resources; AWS compliance; management and governance,false,false,awareness,intermediate,no,no,yes,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1203 words; 39 headings. Automated evidence inventory requires human confirmation before implementation.
03-identity-governance-and-organizations/README.md,Identity Governance And Organizations,03-identity-governance-and-organizations,AWS Control Tower; AWS Directory Service; AWS IAM; AWS IAM Identity Center; AWS Organizations; AWS Resource Access Manager; AWS Service Catalog,,false,false,mention-only,awareness,no,no,no,yes,no,,not-stated,partial,current-or-no-issue-detected,yes,category-index,Body inspected; 226 words; 1 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/amazon-ec2/01-overview.md,Amazon EC2 — AWS Cloud Practitioner Study Note,04-compute,AWS Fargate; Amazon EBS; Amazon EC2; Elastic Load Balancing; Savings Plans,AWS Shared Responsibility Model; elasticity and scalability; infrastructure as code; load balancing; Auto Scaling; object block and file storage; pricing models; AWS Support resources; EC2 purchasing options,false,false,awareness,intermediate,no,yes,yes,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1108 words; 41 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/amazon-ec2/02-study-guide.md,🖥️ Amazon EC2 Purchasing & Billing Options,04-compute,AWS Lambda; Amazon EC2; Savings Plans,high availability; disaster recovery; multi-account governance; stateless architecture; Multi-AZ design; Multi-Region design; AWS compliance; EC2 purchasing options; AWS re:Post; cloud migration and data transfer,false,false,awareness,architecture-and-design,yes,yes,yes,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 4361 words; 77 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/amazon-ec2/03-reserved-instances.md,💡 EC2 Reserved Instances (RI) — Standard vs Convertible,04-compute,Savings Plans,high availability; Auto Scaling; EC2 purchasing options,false,false,awareness,intermediate,yes,yes,yes,no,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 2222 words; 40 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/amazon-ec2/04-key-pairs.md,Amazon EC2 Key Pairs,04-compute,AWS KMS; AWS Management Console; AWS Secrets Manager; Amazon EC2; Amazon Lightsail,AWS Management Console and AWS CLI,false,false,awareness,intermediate,yes,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1329 words; 41 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/amazon-ec2/05-instance-connect.md,Amazon EC2 Instance Connect,04-compute,AWS CLI; AWS CloudTrail; AWS Management Console; AWS Systems Manager; Amazon EC2,AWS Management Console and AWS CLI,false,false,awareness,awareness,no,yes,no,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 867 words; 18 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/amazon-ec2/06-rdp-connections.md,Remote Desktop Protocol (RDP) Connection,04-compute,AWS Systems Manager; Amazon EC2,,false,false,awareness,awareness,no,no,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1240 words; 37 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/amazon-ec2/07-placement-groups.md,🖥️ EC2 Placement Groups,04-compute,Amazon EC2,high availability; fault tolerance; load balancing; Auto Scaling; Multi-AZ design; Multi-Region design; data transfer costs; AWS re:Post; AWS Support Center and plans; AWS Solutions Architects,false,false,fundamental,scenario-ready,yes,yes,no,yes,yes,https://aws.amazon.com/ec2/; https://aws.amazon.com/certification/certified-solutions-architect-associate/; https://aws.amazon.com/certification/certified-solutions-architect-professional/; https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/placement-groups.html,2026-07-21,strong,current-or-no-issue-detected,no,listed-in-category-readme,Body inspected; 7698 words; 92 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/amazon-ec2/README.md,Amazon Ec2,04-compute,Amazon EC2,,false,false,mention-only,mention-only,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 94 words; 5 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/amazon-lightsail/01-overview.md,Amazon Lightsail,04-compute,AWS Amplify; Amazon EC2; Amazon Lightsail; Amazon RDS,data transfer costs; AWS Support resources,false,false,awareness,intermediate,yes,yes,yes,no,yes,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 787 words; 17 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/aws-batch/01-overview.md,AWS Batch,04-compute,AWS Batch; AWS Fargate; AWS Glue; AWS Lambda; AWS Step Functions; Amazon EC2; Amazon ECS; Amazon EKS; Amazon EMR,AWS Shared Responsibility Model; infrastructure as code; event-driven architecture; Auto Scaling; Multi-AZ design; AWS Support resources,false,false,awareness,architecture-and-design,yes,yes,yes,no,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 2380 words; 53 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/aws-elastic-beanstalk/01-overview.md,AWS Elastic Beanstalk,04-compute,AWS CLI; AWS CloudFormation; AWS Elastic Beanstalk; AWS Lambda; AWS Management Console; Amazon CloudWatch; Amazon EC2; Amazon ECS; Amazon RDS; Amazon S3; Elastic Load Balancing,high availability; multi-account governance; infrastructure as code; event-driven architecture; load balancing; Auto Scaling; Multi-AZ design; AWS Support resources; AWS APIs; AWS Management Console and AWS CLI,true,false,fundamental,awareness,no,yes,yes,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1534 words; 46 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/aws-fargate/01-overview.md,AWS Fargate,04-compute,AWS Elastic Beanstalk; AWS Fargate; AWS Lambda; Amazon EC2; Amazon ECR; Amazon ECS; Amazon EKS,event-driven architecture; Auto Scaling; AWS Support resources; AWS APIs,false,false,mention-only,intermediate,yes,yes,no,no,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 893 words; 30 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/aws-lambda/01-overview.md,AWS Lambda,04-compute,AWS Batch; AWS Fargate; AWS Lambda; Amazon API Gateway; Amazon CloudWatch; Amazon EC2; Amazon ECS; Amazon EKS; Amazon EventBridge; Amazon Kinesis; Amazon S3,infrastructure as code; event-driven architecture; Auto Scaling; Multi-AZ design; AWS APIs,false,false,awareness,intermediate,yes,yes,yes,no,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 856 words; 32 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/ec2-auto-scaling/01-target-tracking-scaling.md,AWS Target Tracking Scaling Policy,04-compute,AWS Auto Scaling; Amazon CloudWatch; Amazon EC2; Amazon EC2 Auto Scaling; Amazon ECS,high availability; load balancing; Auto Scaling; AWS Support resources,false,false,mention-only,intermediate,yes,yes,yes,no,no,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 2045 words; 53 headings. Automated evidence inventory requires human confirmation before implementation.
04-compute/README.md,Compute,04-compute,AWS Batch; AWS Elastic Beanstalk; AWS Fargate; AWS Lambda; Amazon EC2; Amazon Lightsail,Auto Scaling,false,false,mention-only,awareness,no,no,no,no,no,,not-stated,partial,current-or-no-issue-detected,yes,category-index,Body inspected; 167 words; 1 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/amazon-ebs/01-overview.md,Amazon EBS,05-storage,Amazon EBS; Amazon EC2; Amazon EFS; Amazon RDS; Amazon S3,high availability; encryption at rest and in transit; Multi-AZ design; Multi-Region design; object block and file storage; AWS APIs,true,false,awareness,architecture-and-design,yes,yes,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 2220 words; 70 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/amazon-efs/01-overview.md,Amazon EFS,05-storage,Amazon EBS; Amazon EC2; Amazon EFS; Amazon FSx; Amazon S3,high availability; Auto Scaling; Multi-AZ design; object block and file storage,true,false,mention-only,intermediate,no,yes,no,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 914 words; 16 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/amazon-fsx-for-lustre/01-overview.md,Amazon FSx for Lustre,05-storage,AWS Storage Gateway; Amazon CloudWatch; Amazon EBS; Amazon EC2; Amazon EFS; Amazon FSx; Amazon S3,high availability; encryption at rest and in transit; infrastructure as code; Multi-AZ design; object block and file storage; AWS Support resources; AWS Support Center and plans,false,false,fundamental,architecture-and-design,yes,yes,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 2852 words; 73 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/amazon-fsx-for-windows-file-server/01-overview.md,Amazon FSx for Windows File Server,05-storage,Amazon EBS; Amazon EC2; Amazon EFS; Amazon FSx; Amazon S3,high availability; multi-account governance; Multi-AZ design; object block and file storage; cloud migration and data transfer,false,false,awareness,architecture-and-design,yes,no,no,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1320 words; 36 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/amazon-s3/01-overview.md,Amazon S3,05-storage,AWS Storage Gateway; Amazon EBS; Amazon EFS; Amazon S3,high availability; disaster recovery; encryption at rest and in transit; multi-account governance; Auto Scaling; Multi-AZ design; Multi-Region design; object block and file storage; data transfer costs; backup and lifecycle; AWS APIs,false,false,fundamental,architecture-and-design,yes,yes,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1514 words; 23 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/amazon-s3/02-storage-classes.md,S3 Storage Classes,05-storage,AWS Backup; AWS Outposts; Amazon EBS; Amazon EFS; Amazon S3,high availability; disaster recovery; Multi-AZ design; object block and file storage; backup and lifecycle; AWS compliance; AWS re:Post,false,false,awareness,architecture-and-design,yes,yes,yes,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1485 words; 37 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/amazon-s3/03-lifecycle-policies.md,Amazon S3 Lifecycle Policy,05-storage,AWS Backup; Amazon S3,Multi-AZ design; Multi-Region design; AWS Support resources; backup and lifecycle,false,false,mention-only,awareness,no,yes,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1157 words; 37 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/amazon-s3/README.md,Amazon S3,05-storage,Amazon S3,,false,false,mention-only,mention-only,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 66 words; 5 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/aws-storage-gateway/01-overview.md,AWS Storage Gateway,05-storage,AWS Backup; AWS DataSync; AWS Storage Gateway; Amazon EBS; Amazon EFS; Amazon FSx; Amazon S3,disaster recovery; caching; object block and file storage; data transfer costs; AWS compliance; AWS Support Center and plans; cloud migration and data transfer,false,false,awareness,awareness,no,yes,yes,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1197 words; 35 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/aws-storage-gateway/02-file-gateway.md,README AWS File Gateway,05-storage,AWS DataSync; AWS Storage Gateway; Amazon EFS; Amazon S3,caching; object block and file storage; data transfer costs; cloud migration and data transfer,false,false,mention-only,awareness,no,yes,yes,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1080 words; 35 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/aws-storage-gateway/03-volume-gateway-cached.md,Volume Gateway cached mode,05-storage,AWS Direct Connect; AWS Storage Gateway; Amazon EBS; Amazon EC2; Amazon EFS; Amazon S3,disaster recovery; object block and file storage; hybrid connectivity; AWS APIs; AWS SDKs; AWS Support Center and plans,true,false,mention-only,architecture-and-design,yes,yes,yes,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1265 words; 45 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/aws-storage-gateway/04-volume-gateway-stored.md,AWS Volume Gateway (Stored Mode) — README Study Note,05-storage,AWS Backup; AWS Storage Gateway; Amazon EBS; Amazon EFS; Amazon S3,disaster recovery; object block and file storage; AWS Support Center and plans,false,false,mention-only,awareness,no,yes,no,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1284 words; 35 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/aws-storage-gateway/05-tape-gateway.md,Tape Gateway,05-storage,AWS Backup; AWS DataSync; AWS Storage Gateway; Amazon S3; Amazon S3 Glacier,disaster recovery; object block and file storage; AWS compliance; cloud migration and data transfer,true,false,awareness,intermediate,yes,yes,yes,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1083 words; 29 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/aws-storage-gateway/README.md,Aws Storage Gateway,05-storage,AWS Storage Gateway,,false,false,mention-only,mention-only,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 86 words; 5 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/ec2-instance-store/01-overview.md,Amazon EC2 Instance Store,05-storage,Amazon EBS; Amazon EC2; Amazon EFS; Amazon S3,Multi-AZ design; object block and file storage,false,false,mention-only,intermediate,no,yes,no,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1135 words; 39 headings. Automated evidence inventory requires human confirmation before implementation.
05-storage/README.md,Storage,05-storage,AWS Storage Gateway; Amazon EBS; Amazon EFS; Amazon FSx; Amazon S3,,false,false,mention-only,awareness,no,no,no,no,no,,not-stated,partial,current-or-no-issue-detected,yes,category-index,Body inspected; 185 words; 1 headings. Automated evidence inventory requires human confirmation before implementation.
06-databases/amazon-aurora/01-overview.md,Amazon Aurora,06-databases,Amazon Aurora; Amazon RDS; Amazon S3,AWS global infrastructure; high availability; disaster recovery; Auto Scaling; Multi-AZ design; Multi-Region design; AWS re:Post,false,false,mention-only,architecture-and-design,yes,yes,yes,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1065 words; 33 headings. Automated evidence inventory requires human confirmation before implementation.
06-databases/amazon-aurora/02-provisioned.md,Aurora Provisioned,06-databases,Amazon Aurora; Amazon RDS,high availability; Auto Scaling; Multi-AZ design; AWS re:Post,false,false,awareness,architecture-and-design,yes,yes,yes,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1673 words; 68 headings. Automated evidence inventory requires human confirmation before implementation.
06-databases/amazon-aurora/03-serverless.md,Aurora Serverless,06-databases,Amazon Aurora; Amazon RDS,Auto Scaling; AWS re:Post,false,false,mention-only,intermediate,yes,yes,yes,no,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1563 words; 61 headings. Automated evidence inventory requires human confirmation before implementation.
06-databases/amazon-aurora/README.md,Amazon Aurora,06-databases,Amazon Aurora,,false,false,mention-only,mention-only,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 62 words; 5 headings. Automated evidence inventory requires human confirmation before implementation.
06-databases/amazon-elasticache/01-overview.md,Amazon ElastiCache,06-databases,Amazon CloudFront; Amazon DynamoDB; Amazon EC2; Amazon ElastiCache; Amazon RDS,high availability; caching; Multi-AZ design; AWS APIs,false,false,awareness,architecture-and-design,yes,yes,no,no,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1276 words; 38 headings. Automated evidence inventory requires human confirmation before implementation.
06-databases/README.md,Databases,06-databases,Amazon Aurora; Amazon ElastiCache,,false,false,mention-only,mention-only,no,no,no,no,no,,not-stated,too-shallow,current-or-no-issue-detected,yes,category-index,Body inspected; 63 words; 1 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/amazon-cloudfront/01-overview.md,Amazon CloudFront,07-networking-and-content-delivery,AWS Global Accelerator; AWS Shield; AWS WAF; Amazon CloudFront; Amazon S3; Elastic Load Balancing,caching; load balancing; AWS APIs,false,false,awareness,intermediate,yes,yes,yes,yes,no,,not-stated,adequate,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 795 words; 18 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/amazon-route-53/01-overview.md,Amazon Route 53,07-networking-and-content-delivery,AWS Global Accelerator; Amazon API Gateway; Amazon CloudFront; Amazon Route 53; Elastic Load Balancing,high availability; caching; load balancing; Multi-AZ design; Multi-Region design; AWS Support resources; AWS APIs,false,false,awareness,architecture-and-design,no,yes,no,yes,yes,,not-stated,strong,current-or-no-issue-detected,yes,missing-local-index,Body inspected; 1711 words; 73 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/amazon-vpc/02-security-groups.md,Amazon VPC Security Groups,07-networking-and-content-delivery,AWS Shield; AWS WAF; Amazon EC2; Amazon VPC,Multi-AZ design; AWS Support resources,false,false,awareness,awareness,no,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1276 words; 31 headings. Automated evidence inventory requires human confirmation before implementation.
07-networking-and-content-delivery/amazon-vpc/03-flow-logs.md,AWS VPC Flow Logs,07-networking-and-content-delivery,AWS CloudTrail; AWS Network Firewall; Amazon CloudWatch; Amazon S3,monitoring logging and auditing; AWS Support resources; AWS compliance,false,false,awareness,intermediate,yes,yes,no,yes,no,,not-stated,strong,current-or-no-issue-detected,yes,listed-in-category-readme,Body inspected; 1823 words; 51 headings. Automated evidence inventory requires human confirmation before implementation.
