domain_id,domain_name,domain_weight,task_id,task_title,requirement_id,knowledge_or_skill,requirement_type,canonical_paths,evidence_headings,coverage_status,current_depth,required_depth,missing_elements,priority,recommended_action,target_path,notes
1,Cloud Concepts,24%,1.3,Understand migration benefits and strategies,CPP-1.3-02,migration strategies,knowledge,11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md; 11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md; 11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,AWS Migration Hub; 1. Inventory discovery before migration; 5. Gradual cloud migration,partial,mention-only,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
1,Cloud Concepts,24%,1.3,Understand migration benefits and strategies,CPP-1.3-03,AWS Cloud Adoption Framework,knowledge,12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md; 13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md; 13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md,AWS Prescriptive Guidance vs AWS Well-Architected Framework; AWS Well-Architected Framework; AWS Cloud Adoption Framework (AWS CAF),partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
1,Cloud Concepts,24%,1.3,Understand migration benefits and strategies,CPP-1.3-04,Identify migration approaches,skill,11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md; 11-migration-and-hybrid-cloud/aws-outposts/01-overview.md; 11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,1. Inventory discovery before migration; 5. Gradual cloud migration; AWS Migration Hub,partial,mention-only,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
1,Cloud Concepts,24%,1.3,Understand migration benefits and strategies,CPP-1.3-05,Recognize migration assistance resources,skill,12-billing-pricing-and-support/aws-support/02-support-plans.md; 11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md; 11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,AWS Support plans; 1. Inventory discovery before migration; 5. Gradual cloud migration,partial,fundamental,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,12-billing-pricing-and-support/aws-support/02-support-plans.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
1,Cloud Concepts,24%,1.4,Understand cloud economics,CPP-1.4-01,fixed versus variable cost,knowledge,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,Core Cost Concepts; EC2 Purchasing Decision Table; CPP Exam Focus,complete,fundamental,fundamental,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
1,Cloud Concepts,24%,1.4,Understand cloud economics,CPP-1.4-02,rightsizing,knowledge,12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md; 12-billing-pricing-and-support/README.md,AWS Recommendation Services — Complete Study Guide; Rightsizing on AWS; Billing Pricing And Support,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
1,Cloud Concepts,24%,1.4,Understand cloud economics,CPP-1.4-03,economies of scale,knowledge,12-billing-pricing-and-support/aws-support/02-support-plans.md; 12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md; 12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,AWS Support plans; ☁️ AWS Savings Plans — Complete Study Guide; AWS Charging Patterns and Data Transfer Costs,partial,fundamental,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,12-billing-pricing-and-support/aws-support/02-support-plans.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
1,Cloud Concepts,24%,1.4,Understand cloud economics,CPP-1.4-04,licensing strategy,knowledge,04-compute/amazon-ec2/07-placement-groups.md; 12-billing-pricing-and-support/aws-support/02-support-plans.md; 12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,🖥️ EC2 Placement Groups; AWS Support plans; ☁️ AWS Savings Plans — Complete Study Guide,partial,fundamental,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
1,Cloud Concepts,24%,1.4,Understand cloud economics,CPP-1.4-05,Compare on-premises and cloud costs,skill,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,Core Cost Concepts; EC2 Purchasing Decision Table; CPP Exam Focus,complete,fundamental,fundamental,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
1,Cloud Concepts,24%,1.4,Understand cloud economics,CPP-1.4-06,Identify cost optimization practices,skill,12-billing-pricing-and-support/aws-support/02-support-plans.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 12-billing-pricing-and-support/aws-repost/01-overview.md,AWS Support plans; 4️⃣ AWS Cost Optimization Hub; AWS rePost,complete,fundamental,fundamental,none,P3,no-action,12-billing-pricing-and-support/aws-support/02-support-plans.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.1,Understand the Shared Responsibility Model,CPP-2.1-01,AWS responsibilities,knowledge,03-identity-governance-and-organizations/aws-organizations/01-overview.md; 09-security-and-compliance/aws-artifact/01-overview.md; 09-security-and-compliance/aws-compliance-programs/01-overview.md,AWS Organizations; AWS Artifact; AWS Compliance Programs Page,mention-only,mention-only,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,03-identity-governance-and-organizations/aws-organizations/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.1,Understand the Shared Responsibility Model,CPP-2.1-02,customer responsibilities,knowledge,09-security-and-compliance/aws-artifact/01-overview.md; 09-security-and-compliance/aws-compliance-programs/01-overview.md; 09-security-and-compliance/security-and-compliance-overview/01-overview.md,1. Which AWS service should a customer use to download AWS SOC reports; AWS Compliance Programs Page; Security And Compliance Overview,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,09-security-and-compliance/aws-artifact/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.1,Understand the Shared Responsibility Model,CPP-2.1-03,responsibility changes by service model,knowledge,09-security-and-compliance/aws-artifact/01-overview.md; 07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,Related AWS services and differences; 1. The mental model: the six main connectivity situations; AWS Recommendation Services — Complete Study Guide,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,09-security-and-compliance/aws-artifact/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.1,Understand the Shared Responsibility Model,CPP-2.1-04,"Assign security tasks for EC2, RDS, and Lambda",skill,03-identity-governance-and-organizations/aws-iam/01-overview.md; 07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,IAM vs Security Groups; 7C. Security Groups; 16.7 Security Policy Control,complete,awareness,fundamental,none,P3,no-action,03-identity-governance-and-organizations/aws-iam/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.2,"Understand security, governance, and compliance",CPP-2.2-01,compliance concepts,knowledge,04-compute/amazon-ec2/02-study-guide.md; 12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md; 09-security-and-compliance/aws-security-hub/01-overview.md,🔑 Key Concepts; 📚 RELATED CONCEPTS TO KNOW; AWS Security Hub,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,04-compute/amazon-ec2/02-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.2,"Understand security, governance, and compliance",CPP-2.2-02,encryption,knowledge,13-architecture-and-design-patterns/security/01-data-protection-patterns.md,AWS KMS and Key Ownership; Envelope Encryption; TLS and AWS Certificate Manager; Secrets Manager and Parameter Store,complete,fundamental,fundamental,none,P0,none,13-architecture-and-design-patterns/security/01-data-protection-patterns.md,Phase 6 Batch 6 evidence verified against lesson body and official AWS references.
2,Security and Compliance,30%,2.2,"Understand security, governance, and compliance",CPP-2.2-03,logging and auditing,knowledge,15-comparisons-and-decision-guides/operations/01-cloudwatch-vs-cloudtrail-vs-config.md,Amazon CloudWatch; AWS CloudTrail; AWS Config; AWS X-Ray,complete,fundamental,fundamental,none,P1,none,15-comparisons-and-decision-guides/operations/01-cloudwatch-vs-cloudtrail-vs-config.md,Phase 6 Batch 6 evidence verified against lesson body and official AWS references.
2,Security and Compliance,30%,2.2,"Understand security, governance, and compliance",CPP-2.2-04,governance services,knowledge,13-architecture-and-design-patterns/security/02-multi-account-governance.md; 15-comparisons-and-decision-guides/security/01-security-service-selection.md,AWS Organizations; AWS Control Tower; Centralized Logging and Security; AWS Security Hub,complete,fundamental,fundamental,none,P1,none,13-architecture-and-design-patterns/security/02-multi-account-governance.md,Phase 6 Batch 6 evidence verified against lesson body and official AWS references.
2,Security and Compliance,30%,2.2,"Understand security, governance, and compliance",CPP-2.2-05,Identify AWS Artifact and compliance resources,skill,09-security-and-compliance/aws-audit-manager/01-overview.md; 09-security-and-compliance/aws-artifact/01-overview.md; 09-security-and-compliance/aws-compliance-programs/01-overview.md,1. Preparing for compliance audits; AWS Artifact; AWS Compliance Programs Page,complete,awareness,fundamental,none,P3,no-action,09-security-and-compliance/aws-audit-manager/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.2,"Understand security, governance, and compliance",CPP-2.2-06,Choose monitoring and auditing services,skill,09-security-and-compliance/aws-audit-manager/01-overview.md; 03-identity-governance-and-organizations/aws-organizations/02-service-control-policies.md; 07-networking-and-content-delivery/amazon-vpc/03-flow-logs.md,5. Multi-account auditing; 1. Blocking dangerous services or actions; 3. Monitoring suspicious network activity,complete,awareness,fundamental,none,P3,no-action,09-security-and-compliance/aws-audit-manager/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.3,Understand access management,CPP-2.3-01,least privilege,knowledge,03-identity-governance-and-organizations/aws-iam/06-inline-policies.md; 03-identity-governance-and-organizations/aws-iam/05-customer-managed-policies.md; 03-identity-governance-and-organizations/aws-iam/09-access-analyzer.md,IAM Inline Policy; 3. Follow least privilege; Trap 6 Missing the least-privilege angle,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,03-identity-governance-and-organizations/aws-iam/06-inline-policies.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.3,Understand access management,CPP-2.3-02,root user protection,knowledge,03-identity-governance-and-organizations/aws-iam/10-root-user.md; 03-identity-governance-and-organizations/aws-organizations/02-service-control-policies.md; 03-identity-governance-and-organizations/aws-organizations/01-overview.md,"AWS Account Root User; 2. Applies to roots, OUs, and accounts; AWS Organizations",partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,03-identity-governance-and-organizations/aws-iam/10-root-user.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.3,Understand access management,CPP-2.3-03,IAM identities and policies,knowledge,03-identity-governance-and-organizations/aws-control-tower/01-overview.md; 03-identity-governance-and-organizations/aws-iam/06-inline-policies.md; 03-identity-governance-and-organizations/aws-directory-service/01-overview.md,2. AWS IAM Identity Center; IAM Inline Policy; AWS Directory Service vs IAM,complete,awareness,fundamental,none,P3,no-action,03-identity-governance-and-organizations/aws-control-tower/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.3,Understand access management,CPP-2.3-04,federation and cross-account access,knowledge,03-identity-governance-and-organizations/aws-iam/04-roles.md; 03-identity-governance-and-organizations/aws-organizations/02-service-control-policies.md; 09-security-and-compliance/amazon-verified-permissions/01-overview.md,AWS IAM Role; 5. Controlling sandbox or junior-admin accounts; 1. Fine-grained access control in custom applications,complete,awareness,fundamental,none,P3,no-action,03-identity-governance-and-organizations/aws-iam/04-roles.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.3,Understand access management,CPP-2.3-05,Apply MFA and access-key practices,skill,03-identity-governance-and-organizations/aws-iam/01-overview.md; 03-identity-governance-and-organizations/aws-iam/02-users.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,AWS IAM (Identity and Access Management); Key features; 7️⃣ IAM Access Analyzer,complete,awareness,fundamental,none,P3,no-action,03-identity-governance-and-organizations/aws-iam/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.3,Understand access management,CPP-2.3-06,"Select users, groups, roles, policies, and Identity Center",skill,03-identity-governance-and-organizations/aws-organizations/02-service-control-policies.md; 03-identity-governance-and-organizations/aws-organizations/01-overview.md; 03-identity-governance-and-organizations/aws-iam/09-access-analyzer.md,2. IAM policies vs SCP; 3. Service Control Policies (SCPs); AWS IAM Access Analyzer,complete,awareness,fundamental,none,P3,no-action,03-identity-governance-and-organizations/aws-organizations/02-service-control-policies.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.4,Identify security resources and capabilities,CPP-2.4-01,AWS security services,knowledge,15-comparisons-and-decision-guides/security/01-security-service-selection.md,Quick Decision; Decision Table; Finding-to-Response Pattern,complete,fundamental,fundamental,none,P1,none,15-comparisons-and-decision-guides/security/01-security-service-selection.md,Phase 6 Batch 6 evidence verified against lesson body and official AWS references.
2,Security and Compliance,30%,2.4,Identify security resources and capabilities,CPP-2.4-02,security guidance,knowledge,09-security-and-compliance/security-and-compliance-overview/01-overview.md; 12-billing-pricing-and-support/aws-support/02-support-plans.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,Security And Compliance Overview; C. Guidance and urgency; 6️⃣ AWS Security Hub — CSPM,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,09-security-and-compliance/security-and-compliance-overview/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.4,Identify security resources and capabilities,CPP-2.4-03,Trusted Advisor security checks,knowledge,09-security-and-compliance/aws-compliance-programs/01-overview.md; 09-security-and-compliance/amazon-inspector/01-overview.md; 12-billing-pricing-and-support/aws-support/02-support-plans.md,AWS Compliance Programs page vs AWS Config  Security Hub; Amazon Inspector vs AWS Security Hub; AWS Trusted Advisor,complete,awareness,fundamental,none,P3,no-action,09-security-and-compliance/aws-compliance-programs/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.4,Identify security resources and capabilities,CPP-2.4-04,Recognize threat detection and protection services,skill,09-security-and-compliance/aws-security-hub/01-overview.md; 12-billing-pricing-and-support/customer-enablement/aws-trust-and-safety/01-overview.md; 09-security-and-compliance/security-and-compliance-overview/01-overview.md,2. It receives findings from integrated services; Related AWS services and differences; Related AWS services and differences,complete,awareness,fundamental,none,P3,no-action,09-security-and-compliance/aws-security-hub/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
2,Security and Compliance,30%,2.4,Identify security resources and capabilities,CPP-2.4-05,Locate AWS security assistance,skill,09-security-and-compliance/security-and-compliance-overview/01-overview.md; 09-security-and-compliance/amazon-macie/01-overview.md; 07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,Security And Compliance Overview; Amazon Macie; 7C. Security Groups,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,09-security-and-compliance/security-and-compliance-overview/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.1,Define deployment and operation methods,CPP-3.1-01,"Management Console, CLI, SDK, and API access",knowledge,03-identity-governance-and-organizations/aws-iam/02-users.md; 15-comparisons-and-decision-guides/identity-and-governance/03-users-groups-and-roles.md; 04-compute/aws-elastic-beanstalk/01-overview.md,IAM User; Trap 1 “EC2 needs access to S3”; 2. Reduce infrastructure management,complete,awareness,fundamental,none,P3,no-action,03-identity-governance-and-organizations/aws-iam/02-users.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.1,Define deployment and operation methods,CPP-3.1-02,"cloud, hybrid, and on-premises deployment",knowledge,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md; 05-storage/amazon-fsx-for-lustre/01-overview.md; 15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md,3. Reducing manual deployment errors; Amazon FSx for Lustre; 2) Data transfer vs hybrid cloud,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.1,Define deployment and operation methods,CPP-3.1-03,infrastructure as code,knowledge,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md; 10-monitoring-management-and-deployment/aws-codebuild/01-overview.md; 10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md,AWS CodePipeline – README Study Note; AWS CodeBuild; Infrastructure as code,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.1,Define deployment and operation methods,CPP-3.1-04,Select an AWS interaction method,skill,04-compute/amazon-ec2/07-placement-groups.md; 13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md; 04-compute/ec2-auto-scaling/01-target-tracking-scaling.md,SAP Point 11: Interaction with Instance Type Selection; SSL Termination — Complete README; AWS Target Tracking Scaling Policy,partial,fundamental,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.1,Define deployment and operation methods,CPP-3.1-05,Recognize deployment models,skill,10-monitoring-management-and-deployment/aws-codedeploy/01-overview.md; 10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md; 04-compute/amazon-ec2/01-overview.md,2. You choose the deployment target; Stack-based deployment; Amazon EC2 — AWS Cloud Practitioner Study Note,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,10-monitoring-management-and-deployment/aws-codedeploy/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.2,Understand AWS global infrastructure,CPP-3.2-01,Regions,knowledge,02-global-infrastructure/aws-local-zones/01-overview.md; 02-global-infrastructure/aws-wavelength/01-overview.md; 04-compute/amazon-ec2/07-placement-groups.md,AWS Regions; AWS Wavelength; 🖥️ EC2 Placement Groups,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,02-global-infrastructure/aws-local-zones/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.2,Understand AWS global infrastructure,CPP-3.2-02,Availability Zones,knowledge,13-architecture-and-design-patterns/01-highly-available-web-applications.md,Availability and Failure Domains; CPP Exam Focus,complete,fundamental,fundamental,none,P1,none,13-architecture-and-design-patterns/01-highly-available-web-applications.md,Phase 6 Batch 7 adds verified CPP recognition and business-context evidence.
3,Cloud Technology and Services,34%,3.2,Understand AWS global infrastructure,CPP-3.2-03,edge locations,knowledge,02-global-infrastructure/aws-local-zones/01-overview.md; 02-global-infrastructure/aws-wavelength/01-overview.md; 15-comparisons-and-decision-guides/storage/02-storage-gateway-family.md,AWS Local Zones; AWS Wavelength; When to use AWS Snowball Edge,partial,awareness,fundamental,Full beginner explanation and exam-context reasoning,P2,expand-existing-lesson,02-global-infrastructure/aws-local-zones/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.2,Understand AWS global infrastructure,CPP-3.2-04,high availability and multi-Region use,knowledge,02-global-infrastructure/aws-local-zones/01-overview.md; 04-compute/amazon-ec2/07-placement-groups.md; 07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,Main use cases; Region; How to use this file,complete,awareness,fundamental,none,P3,no-action,02-global-infrastructure/aws-local-zones/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.2,Understand AWS global infrastructure,CPP-3.2-05,Select Regions and Availability Zones,skill,02-global-infrastructure/aws-local-zones/01-overview.md; 04-compute/amazon-ec2/07-placement-groups.md; 11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,AWS Local Zones; Availability Zone; 3. Selected AWS services run locally,complete,awareness,fundamental,none,P3,no-action,02-global-infrastructure/aws-local-zones/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
3,Cloud Technology and Services,34%,3.2,Understand AWS global infrastructure,CPP-3.2-06,Recognize edge-service benefits,skill,02-global-infrastructure/aws-local-zones/01-overview.md; 02-global-infrastructure/aws-wavelength/01-overview.md; 04-compute/aws-batch/01-overview.md,Related AWS services and differences; Related AWS services and differences; Related AWS services and differences,complete,awareness,fundamental,none,P3,no-action,02-global-infrastructure/aws-local-zones/01-overview.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
