canonical_path,source_paths,source_count,merge_type,content_verified,notes
04-compute/amazon-ec2/07-placement-groups.md,13-architecture-and-design-patterns/amazon-ec2/02-placement-groups.md;f) EC2/PlacementGroups.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
04-compute/amazon-lightsail/01-overview.md,04-compute/amazon-lightsail/01-overview.md;a) Service Explanations/Amazon Lightsail .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
04-compute/aws-batch/01-overview.md,a) Service Explanations/AWS Batch (Claude version).md;a) Service Explanations/AWS Batch.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
04-compute/aws-elastic-beanstalk/01-overview.md,a) Service Explanations/AWS Elastic Beanstalk  (Claude version).md;a) Service Explanations/AWS Elastic Beanstalk.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
04-compute/aws-fargate/01-overview.md,a) Service Explanations/AWS Fargate v1.md;a) Service Explanations/AWS Fargate V2.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
04-compute/aws-lambda/01-overview.md,08-serverless-and-application-integration/aws-lambda/01-overview.md;a) Service Explanations/AWS Lambda.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
04-compute/ec2-auto-scaling/01-target-tracking-scaling.md,13-architecture-and-design-patterns/amazon-ec2-auto-scaling/03-target-tracking-scaling.md;d) Tools & Policies/Target Tracking Scaling Policy.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/amazon-ebs/01-overview.md,a) Service Explanations/Amazon EBS Volume.md;a) Service Explanations/Amazon Elastic Block Store.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/amazon-efs/01-overview.md,a) Service Explanations/Amazon EFS .md;a) Service Explanations/Amazon Elastic File System.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/amazon-fsx-for-lustre/01-overview.md,a) Service Explanations/Amazon FSx for Lustre (Claude version).md;a) Service Explanations/Amazon FSx for Lustre.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/amazon-fsx-for-windows-file-server/01-overview.md,05-storage/amazon-fsx-for-windows-file-server/01-overview.md;a) Service Explanations/Amazon FSx for Windows File Server.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/amazon-s3/01-overview.md,a) Service Explanations/Amazon S3 (Claude version).md;a) Service Explanations/Amazon S3 v1 .md;a) Service Explanations/Amazon S3 v2 .md,3,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/amazon-s3/02-storage-classes.md,05-storage/amazon-s3/02-storage-classes.md;a) Service Explanations/S3 Storage Classes.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/amazon-s3/03-lifecycle-policies.md,05-storage/amazon-s3/03-lifecycle-policies.md;c) Keywords services/Amazon S3 Lifecycle Policy.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/aws-storage-gateway/01-overview.md,11-migration-and-hybrid-cloud/aws-storage-gateway/01-overview.md;e) AWS Claude Network & Gateways/AWS Storage Gateway .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/aws-storage-gateway/02-file-gateway.md,11-migration-and-hybrid-cloud/aws-storage-gateway/02-file-gateway.md;e) AWS Claude Network & Gateways/AWS File Gateway.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/aws-storage-gateway/03-volume-gateway-cached.md,e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode) Claude version .md;e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/aws-storage-gateway/04-volume-gateway-stored.md,11-migration-and-hybrid-cloud/aws-storage-gateway/04-volume-gateway-stored.md;e) AWS Claude Network & Gateways/AWS Volume Gateway (Stored Mode).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/aws-storage-gateway/05-tape-gateway.md,e) AWS Claude Network & Gateways/AWS Tape Gateway(Claude version) .md;e) AWS Claude Network & Gateways/AWS Tape Gateway.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
05-storage/ec2-instance-store/01-overview.md,04-compute/amazon-ec2/03-instance-store.md;a) Service Explanations/Amazon EC2 Instance Store.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
06-databases/amazon-aurora/01-overview.md,06-databases/amazon-aurora/01-overview.md;a) Service Explanations/Amazon Aurora.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
06-databases/amazon-aurora/02-provisioned.md,06-databases/amazon-aurora/02-provisioned.md;a) Service Explanations/Aurora Provisioned.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
06-databases/amazon-aurora/03-serverless.md,06-databases/amazon-aurora/03-serverless.md;a) Service Explanations/Aurora Serverless.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
06-databases/amazon-elasticache/01-overview.md,06-databases/amazon-elasticache/01-overview.md;a) Service Explanations/Amazon ElastiCache.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/amazon-cloudfront/01-overview.md,07-networking-and-content-delivery/amazon-cloudfront/01-overview.md;a) Service Explanations/Amazon CloudFront.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/amazon-route-53/01-overview.md,07-networking-and-content-delivery/amazon-route-53/01-overview.md;a) Service Explanations/Amazon Route 53.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/amazon-vpc/02-security-groups.md,07-networking-and-content-delivery/amazon-vpc/02-security-groups.md;e) AWS Claude Network & Gateways/Amazon VPC Security Groups .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/amazon-vpc/03-flow-logs.md,07-networking-and-content-delivery/amazon-vpc/03-flow-logs.md;e) AWS Claude Network & Gateways/VPC Flow Logs .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/amazon-vpc/04-endpoint-services.md,07-networking-and-content-delivery/amazon-vpc/04-endpoint-services.md;a) Service Explanations/VPC Endpoint Services.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/amazon-vpc/05-vpc-peering.md,07-networking-and-content-delivery/amazon-vpc/05-vpc-peering.md;a) Service Explanations/VPC Peering .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/amazon-vpc/06-customer-gateway.md,07-networking-and-content-delivery/amazon-vpc/06-customer-gateway.md;e) AWS Claude Network & Gateways/Customer Gateway (CGW).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/amazon-vpc/07-virtual-private-gateway.md,07-networking-and-content-delivery/amazon-vpc/07-virtual-private-gateway.md;e) AWS Claude Network & Gateways/Virtual Private Gateway (VGW).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/amazon-vpc/08-nat-gateway.md,07-networking-and-content-delivery/amazon-vpc/08-nat-gateway.md;e) AWS Claude Network & Gateways/NAT Gateway.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/aws-direct-connect/01-overview.md,07-networking-and-content-delivery/aws-direct-connect/01-overview.md;a) Service Explanations/AWS Direct Connect .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/aws-global-accelerator/01-overview.md,07-networking-and-content-delivery/aws-global-accelerator/01-overview.md;a) Service Explanations/AWS Global Accelerator.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md,07-networking-and-content-delivery/aws-global-accelerator/02-static-ip-addresses.md;a) Service Explanations/AWS Global Accelerator Static IPs.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/aws-transit-gateway/01-overview.md,07-networking-and-content-delivery/aws-transit-gateway/01-overview.md;e) AWS Claude Network & Gateways/AWS Transit Gateway .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md;c) Keywords services/AWS Networking – Complete Cloud Practitioner Study Guide.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
08-serverless-and-application-integration/amazon-api-gateway/01-overview.md,08-serverless-and-application-integration/amazon-api-gateway/01-overview.md;a) Service Explanations/Amazon API Gateway.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
08-serverless-and-application-integration/amazon-ses/01-overview.md,08-serverless-and-application-integration/amazon-ses/01-overview.md;a) Service Explanations/Amazon Simple Email Service (Amazon SES).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
08-serverless-and-application-integration/amazon-sqs/01-overview.md,08-serverless-and-application-integration/amazon-sqs/01-overview.md;a) Service Explanations/Amazon Simple Queue Service (Amazon SQS).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
08-serverless-and-application-integration/aws-appsync/01-overview.md,08-serverless-and-application-integration/aws-appsync/01-overview.md;a) Service Explanations/AWS AppSync.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/amazon-cognito/01-overview.md,09-security-and-compliance/amazon-cognito/01-overview.md;a) Service Explanations/Amazon Cognito .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/amazon-guardduty/01-overview.md,09-security-and-compliance/amazon-guardduty/01-overview.md;a) Service Explanations/Amazon GuardDuty.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/amazon-inspector/01-overview.md,09-security-and-compliance/amazon-inspector/01-overview.md;a) Service Explanations/Amazon Inspector.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/amazon-macie/01-overview.md,09-security-and-compliance/amazon-macie/01-overview.md;a) Service Explanations/Amazon Macie.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/amazon-verified-permissions/01-overview.md,09-security-and-compliance/amazon-verified-permissions/01-overview.md;a) Service Explanations/Amazon Verified Permissions.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-artifact/01-overview.md,09-security-and-compliance/aws-artifact/01-overview.md;a) Service Explanations/AWS Artifact.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-audit-manager/01-overview.md,a) Service Explanations/AWS Audit Manager (Claude version) .md;a) Service Explanations/AWS Audit Manager.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-certificate-manager/01-overview.md,09-security-and-compliance/aws-certificate-manager/01-overview.md;a) Service Explanations/AWS Certificate Manager (ACM).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-compliance-programs/01-overview.md,09-security-and-compliance/aws-compliance-programs/01-overview.md;a) Service Explanations/AWS Compliance Programs.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-kms/01-overview.md,a) Service Explanations/AWS KMS (AWS Key Management Service).md;a) Service Explanations/AWS KMS (Key Management Service) Claude version .md;a) Service Explanations/AWS KMS (Key Management Service).md,3,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-network-firewall/01-overview.md,09-security-and-compliance/aws-network-firewall/01-overview.md;e) AWS Claude Network & Gateways/AWS Network Firewall.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-secrets-manager/01-overview.md,09-security-and-compliance/aws-secrets-manager/01-overview.md;a) Service Explanations/AWS Secrets Manager.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-security-hub/01-overview.md,09-security-and-compliance/aws-security-hub/01-overview.md;a) Service Explanations/AWS Security Hub.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-shield/01-overview.md,09-security-and-compliance/aws-shield/01-overview.md;a) Service Explanations/AWS Shield.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/aws-waf/01-overview.md,09-security-and-compliance/aws-waf/01-overview.md;a) Service Explanations/AWS WAF.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
09-security-and-compliance/security-and-compliance-overview/01-overview.md,a) Service Explanations/AWS Security and Compliance Center.md,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/amazon-codeguru/01-overview.md,10-monitoring-management-and-deployment/amazon-codeguru/01-overview.md;a) Service Explanations/Amazon CodeGuru .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md,10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md;a) Service Explanations/AWS CloudFormation Templates.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-cloudshell/01-overview.md,10-monitoring-management-and-deployment/aws-cloudshell/01-overview.md;a) Service Explanations/AWS CloudShell.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-codebuild/01-overview.md,a) Service Explanations/AWS CodeBuild .md;a) Service Explanations/AWS CodeBuild.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-codecommit/01-overview.md,10-monitoring-management-and-deployment/aws-codecommit/01-overview.md;a) Service Explanations/AWS CodeCommit.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-codedeploy/01-overview.md,10-monitoring-management-and-deployment/aws-codedeploy/01-overview.md;a) Service Explanations/AWS CodeDeploy.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md;a) Service Explanations/AWS CodePipeline .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-codestar/01-overview.md,10-monitoring-management-and-deployment/aws-codestar/01-overview.md;a) Service Explanations/AWS CodeStar.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-config/01-overview.md,10-monitoring-management-and-deployment/aws-config/01-overview.md;a) Service Explanations/AWS Config.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md,10-monitoring-management-and-deployment/aws-systems-manager/01-overview.md;a) Service Explanations/AWS Systems Manager.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-systems-manager/02-session-manager.md,08-serverless-and-application-integration/amazon-ses/02-session-manager.md;a) Service Explanations/AWS Systems Manager Session Manager.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/aws-x-ray/01-overview.md,10-monitoring-management-and-deployment/aws-x-ray/01-overview.md;a) Service Explanations/AWS X-Ray.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
10-monitoring-management-and-deployment/service-quotas/01-overview.md,a) Service Explanations/AWS Service Quotas V2 .md;a) Service Explanations/AWS Service Quotas.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md,11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md;a) Service Explanations/AWS Application Discovery Service.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
11-migration-and-hybrid-cloud/aws-database-migration-service/01-overview.md,11-migration-and-hybrid-cloud/aws-database-migration-service/01-overview.md;a) Service Explanations/AWS Database Migration Service (AWS DMS) .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
11-migration-and-hybrid-cloud/aws-datasync/01-overview.md,11-migration-and-hybrid-cloud/aws-datasync/01-overview.md;a) Service Explanations/AWS DataSync.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md,11-migration-and-hybrid-cloud/aws-migration-hub/01-overview.md;a) Service Explanations/AWS Migration Hub.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,11-migration-and-hybrid-cloud/aws-outposts/01-overview.md;a) Service Explanations/AWS Outposts.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
11-migration-and-hybrid-cloud/aws-schema-conversion-tool/01-overview.md,14-ai-ml-analytics-and-other-services/aws-schema-conversion-tool-aws-sct/01-overview.md;a) Service Explanations/AWS Schema Conversion Tool (AWS SCT).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md,11-migration-and-hybrid-cloud/aws-snowball-edge/01-overview.md;a) Service Explanations/AWS Snowball Edge.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-billing-and-cost-management/01-overview.md,12-billing-pricing-and-support/aws-billing-and-cost-management/01-overview.md;a) Service Explanations/AWS Billing and Cost Management.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md;c) Keywords services/AWS Cloud Practitioner — Fixed vs Variable Costs.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md;e) AWS Claude Network & Gateways/AWS Charging Patterns and Data Transfer Costs.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md,12-billing-pricing-and-support/aws-billing-and-cost-management/04-rightsizing.md;d) Tools & Policies/Rightsizing on AWS.txt,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-billing-conductor/01-overview.md,12-billing-pricing-and-support/aws-billing-conductor/01-overview.md;a) Service Explanations/AWS Billing Conductor.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-budgets/01-overview.md,12-billing-pricing-and-support/aws-budgets/01-overview.md;a) Service Explanations/AWS Budgets .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-cost-allocation-tags/01-overview.md,12-billing-pricing-and-support/aws-cost-allocation-tags/01-overview.md;a) Service Explanations/AWS Cost Allocation Tags.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-cost-and-usage-reports/01-overview.md,12-billing-pricing-and-support/aws-cost-and-usage-reports/01-overview.md;a) Service Explanations/AWS Cost and Usage Reports (CUR).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-cost-explorer/01-overview.md,12-billing-pricing-and-support/aws-cost-explorer/01-overview.md;a) Service Explanations/AWS Cost Explorer.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-health-dashboard/01-overview.md,a) Service Explanations/AWS Personal Health Dashboard (AWS Health).md,1,move-or-retain,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-pricing-calculator/01-overview.md,12-billing-pricing-and-support/aws-pricing-calculator/01-overview.md;a) Service Explanations/AWS Pricing Calculator .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-repost/01-overview.md,14-ai-ml-analytics-and-other-services/aws-repost/01-overview.md;a) Service Explanations/AWS Knowledge Center.md;a) Service Explanations/AWS rePost.md,3,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md;c) Keywords services/AWS Savings Plans — Complete Study Guide.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-support/01-overview.md,12-billing-pricing-and-support/aws-support/01-overview.md;a) Service Explanations/AWS Support Center.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-support/02-support-plans.md,a) Service Explanations/AWS Support Plans.md;c) Keywords services/AWS Support Plans — Complete Study Guide.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md,12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md;a) Service Explanations/AWS Trusted Advisor .md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/customer-enablement/aws-guidance/01-study-guide.md,14-ai-ml-analytics-and-other-services/aws-guidance/02-study-guide.md;c) Keywords services/AWS Documentation & Guidance Services.md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
12-billing-pricing-and-support/customer-enablement/aws-managed-services/01-overview.md,10-monitoring-management-and-deployment/aws-managed-services/01-overview.md;a) Service Explanations/AWS Managed Services (AMS).md,2,consolidated,yes,Exact originals remain recoverable at checkpoint 70818e2.
